molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Molecule  1787",1,0,0,0,0,5,0,0,228.290,1.839,502.997,152.950,54.611,295.436,0.000,836.527,1.000,1.500,0.0040446,0.0029821,0.8535966,26.935,8.596,10.628,5.150,3.923,-4.046,-3.900,-5.310,3006.234,-0.238,1625.684,-1.005,8.718,-0.179,4,0.377,3,100.000,0.000,0.000,29.692,2,0,12,0,12,0,17,0,2.029
"Molecule  1788",0,0,0,0,0,2,0,-1,217.022,6.574,345.773,0.000,151.779,122.039,71.955,531.411,1.500,2.000,0.0813223,0.0070841,0.9176168,14.994,5.970,9.285,6.165,1.160,-1.834,-3.081,-3.447,360.233,-0.582,406.668,-3.695,9.308,1.405,3,-0.429,3,79.498,0.000,0.000,70.239,4,0,6,0,6,0,11,0,0.669
"Molecule  1789",0,0,0,0,0,6,0,-2,210.232,8.596,453.424,196.068,157.079,100.277,0.000,737.085,1.500,2.750,0.1002578,0.0074280,0.8703067,20.449,7.132,11.268,6.143,1.567,-2.533,-2.706,-4.109,320.864,-1.181,144.791,-3.485,8.904,1.018,4,-0.188,3,80.977,0.000,0.000,77.557,5,0,6,0,6,0,15,0,0.202
"Molecule  1790",0,0,0,0,0,2,0,-1,172.571,6.073,341.197,0.000,152.407,122.540,66.250,523.031,1.500,2.000,0.0705037,0.0071791,0.9201214,14.664,5.872,9.001,6.159,1.262,-1.811,-2.209,-3.409,355.327,-0.595,372.864,-3.705,9.249,1.375,3,-0.449,3,79.984,0.000,0.000,70.243,4,0,6,0,6,0,11,0,0.658
"Molecule  1791",1,0,0,1,0,3,0,-1,260.676,4.687,470.976,0.000,118.291,281.294,71.391,790.035,1.000,4.000,0.0278090,0.0084930,0.8775339,26.223,9.116,12.827,8.338,2.987,-3.473,-3.643,-3.048,189.560,-0.466,256.564,-2.421,9.570,0.687,0,-0.263,3,85.204,0.000,0.000,68.688,3,0,12,0,12,0,18,0,0.476
"Molecule  1792",0,0,0,0,0,1,0,1,244.308,3.896,445.136,57.001,54.289,297.925,35.921,761.759,1.000,2.950,0.0199278,0.0066272,0.9061858,26.535,8.450,11.929,7.348,2.932,-3.363,-3.813,-4.471,3027.462,0.151,2577.014,-1.375,8.730,0.135,6,0.100,3,100.000,0.000,0.000,31.502,2,0,16,0,16,2,17,0,4.476
"Molecule  1793",1,0,0,0,0,3,0,0,393.456,1.139,694.047,150.905,43.474,467.518,32.150,1210.118,1.000,5.950,0.0010726,0.0085729,0.7912763,44.813,13.560,19.557,11.540,4.720,-6.361,-6.023,-7.139,3833.861,-0.001,3171.821,-0.386,8.709,0.292,6,0.599,1,100.000,0.000,0.000,60.592,5,0,22,0,22,2,28,1,0.070
"Molecule  1794",0,0,0,0,0,4,0,-2,438.454,9.488,719.364,146.283,139.195,401.877,32.009,1270.699,1.000,6.950,0.0708394,0.0096613,0.7886992,45.969,14.362,21.798,12.570,3.959,-6.263,-6.533,-6.868,474.147,-1.091,330.672,-2.285,9.020,1.230,6,0.512,1,100.000,0.000,0.000,105.218,8,0,22,0,22,2,31,1,0.001
"Molecule  1795",0,0,0,0,0,6,0,-2,421.467,7.544,680.113,147.540,140.369,371.477,20.726,1237.534,1.000,4.700,0.0459934,0.0069106,0.8196383,43.067,13.700,19.183,9.615,4.629,-6.047,-7.100,-6.222,462.147,-1.140,278.968,-2.222,8.968,1.461,7,0.814,3,100.000,0.000,0.000,80.273,6,0,22,0,22,2,30,2,0.002
"Molecule  1796",0,0,0,1,0,3,0,-1,240.258,6.169,483.416,88.234,117.229,277.953,0.000,807.861,1.000,4.000,0.0471146,0.0082745,0.8677648,26.905,8.701,12.942,8.313,2.950,-3.475,-3.242,-3.190,194.007,-0.655,106.906,-2.413,9.762,0.672,1,-0.221,3,85.164,0.000,0.000,68.161,3,0,12,0,12,0,18,0,0.559
"Molecule  1797",0,0,0,0,0,9,0,-2,304.299,4.576,521.998,155.952,198.700,167.346,0.000,921.956,2.000,3.750,0.0227083,0.0101596,0.8776133,26.562,9.901,13.886,8.103,2.155,-2.893,-4.531,-4.310,129.308,-1.699,54.215,-3.728,8.723,0.462,7,-0.020,2,77.359,0.000,0.000,112.927,6,0,12,0,12,0,22,1,0.073
"Molecule  1798",0,0,0,0,0,5,1,-2,358.347,4.020,592.060,221.820,224.237,146.003,0.000,1054.874,2.000,6.000,0.0153215,0.0143318,0.8464463,34.246,11.084,17.854,11.399,1.910,-4.111,-4.834,-4.713,74.039,-1.824,29.673,-4.658,8.877,0.348,7,0.115,2,71.589,0.000,0.000,128.939,7,0,16,0,16,3,26,1,0.001
"Molecule  1799",0,0,0,1,0,5,0,-1,270.284,5.665,533.877,139.941,118.562,275.374,0.000,895.217,1.000,4.750,0.0358490,0.0088972,0.8414128,29.092,9.445,13.832,8.724,3.072,-3.604,-3.554,-3.604,188.441,-0.854,103.595,-2.254,9.276,0.582,1,-0.226,3,85.656,0.000,0.000,76.443,4,0,12,0,12,0,20,0,0.453
"Molecule  1800",0,0,0,0,0,2,0,1,274.334,2.216,513.579,152.040,54.252,275.233,32.053,865.149,1.000,3.700,0.0056753,0.0072044,0.8549722,29.814,8.973,13.080,7.875,3.226,-4.145,-4.137,-5.191,3029.932,0.027,2456.466,-1.358,8.671,0.253,6,0.183,3,100.000,0.000,0.000,37.575,3,0,16,0,16,2,19,0,0.862
"Molecule  1801",0,0,0,1,0,5,2,-1,206.198,5.230,429.409,137.618,133.489,158.301,0.000,696.623,1.000,4.750,0.0392586,0.0110617,0.8850332,20.026,6.947,10.679,7.778,1.495,-1.758,-1.968,-2.340,136.025,-0.874,72.834,-2.942,9.422,0.689,1,-0.709,3,73.884,0.000,0.000,80.624,4,0,6,0,6,0,15,0,4.119
"Molecule  1802",0,0,0,0,0,2,0,0,256.301,4.382,486.305,193.160,54.308,238.836,0.000,838.189,1.000,3.200,0.0229138,0.0065802,0.8840657,28.387,8.382,12.406,7.059,3.101,-3.688,-3.897,-4.547,3026.191,-0.020,1637.352,-1.487,8.902,-0.162,6,0.211,3,100.000,0.000,0.000,38.511,3,0,16,0,16,3,19,0,1.714
"Molecule  1803",1,0,0,0,0,2,0,1,274.334,0.977,505.633,146.273,54.551,273.230,31.578,857.155,1.000,2.750,0.0011129,0.0054387,0.8630503,29.474,8.918,12.404,6.909,3.530,-4.306,-4.493,-5.051,3010.151,0.032,2424.553,-1.370,8.666,0.327,4,0.337,3,100.000,0.000,0.000,38.111,3,0,16,0,16,2,19,0,0.569
"Molecule  1804",0,0,0,1,0,4,0,-2,242.231,2.930,465.220,0.000,176.664,288.556,0.000,772.398,2.000,4.750,0.0111165,0.0144394,0.8751201,24.945,9.107,13.914,10.729,1.842,-2.601,-3.002,-3.121,52.990,-1.216,26.290,-3.375,9.381,0.602,1,-0.485,3,68.592,0.000,0.000,91.183,4,0,12,0,12,0,18,0,0.298
"Molecule  1805",1,0,0,0,0,2,0,1,286.413,2.401,538.549,421.829,44.800,71.919,0.000,962.830,1.000,1.500,0.0059859,0.0027853,0.8756015,31.781,8.296,12.137,4.310,4.335,-5.079,-4.688,-3.888,3724.444,0.053,2049.273,-1.900,8.639,-0.272,4,0.863,3,100.000,0.000,0.000,28.095,2,0,17,0,17,11,21,0,0.023
"Molecule  1806",0,0,0,0,0,2,0,1,320.446,2.478,557.262,383.124,54.542,88.253,31.343,1002.760,1.000,3.700,0.0061221,0.0066396,0.8694341,33.535,9.052,14.164,6.710,3.875,-4.913,-4.675,-4.066,3010.758,0.039,2417.901,-2.022,8.730,0.149,4,0.558,3,100.000,0.000,0.000,35.265,3,0,17,0,17,9,22,0,0.037
"Molecule  1807",0,0,0,1,0,4,0,-1,269.299,5.266,525.595,152.081,121.953,251.562,0.000,898.063,1.000,5.000,0.0308736,0.0095130,0.8564821,29.621,9.393,14.143,9.032,3.007,-3.600,-3.442,-3.246,174.993,-0.786,95.628,-2.497,8.313,0.494,1,-0.215,3,84.697,0.000,0.000,72.787,4,0,12,0,12,0,20,0,0.299
"Molecule  1808",0,0,0,0,0,6,0,-1,244.290,4.440,494.217,167.858,107.085,219.274,0.000,841.996,2.000,2.250,0.0234106,0.0064384,0.8725444,25.784,8.813,12.508,6.950,2.894,-3.268,-3.844,-4.640,955.895,-0.736,471.168,-2.145,8.788,-0.248,5,0.115,3,100.000,0.000,0.000,52.089,3,0,12,0,12,0,18,0,0.945
"Molecule  1809",1,0,0,0,0,5,0,0,246.281,1.240,511.478,152.942,54.606,257.598,46.333,851.854,1.000,1.500,0.0018048,0.0029327,0.8496657,27.187,8.165,10.845,4.929,4.381,-4.396,-4.270,-5.193,3006.576,-0.128,2916.770,-1.138,8.786,0.058,4,0.420,3,100.000,46.333,0.000,29.689,2,0,12,0,12,0,18,0,0.707
"Molecule  1810",0,0,0,0,0,5,1,0,272.300,2.583,474.717,237.615,52.366,184.736,0.000,849.131,1.000,3.000,0.0078545,0.0063196,0.9135098,26.382,8.284,11.273,5.791,3.208,-3.058,-4.363,-3.813,3157.252,-0.156,1714.132,-1.354,8.702,-0.096,4,0.158,3,100.000,0.000,0.000,49.714,4,0,15,0,15,1,20,0,10.541
"Molecule  1811",1,0,0,0,0,6,0,0,242.317,1.759,537.923,195.776,53.917,288.229,0.000,899.089,1.000,1.500,0.0034422,0.0027885,0.8374910,28.728,9.104,11.160,4.960,4.345,-4.522,-4.188,-5.536,3052.115,-0.311,1652.518,-0.922,8.702,-0.191,4,0.508,3,100.000,0.000,0.000,29.198,2,0,12,0,12,0,18,0,0.865
"Molecule  1812",0,0,0,0,0,2,1,0,288.317,3.872,518.019,105.934,112.191,267.293,32.602,874.107,1.000,5.000,0.0171485,0.0096521,0.8534842,30.096,9.413,14.313,9.507,2.352,-3.795,-3.990,-5.177,855.056,-0.504,630.139,-2.454,8.978,0.922,4,-0.033,3,93.194,0.000,0.000,66.555,4,0,16,0,16,1,20,0,0.163
"Molecule  1813",0,0,0,0,0,2,2,0,272.257,5.303,498.619,106.976,110.234,281.409,0.000,839.839,1.000,5.250,0.0334810,0.0105291,0.8633642,28.860,8.974,14.112,9.778,1.951,-3.242,-3.581,-5.085,892.390,-0.543,437.427,-2.368,9.003,0.688,2,-0.161,3,91.180,0.000,0.000,75.997,5,0,16,0,16,1,20,0,0.668
"Molecule  1814",0,0,0,0,0,3,0,-2,285.299,3.894,513.796,147.613,159.742,206.442,0.000,881.155,2.000,3.750,0.0172061,0.0103218,0.8651185,29.155,9.443,14.742,9.408,2.243,-3.730,-4.266,-4.699,302.741,-1.040,135.972,-3.448,8.898,0.320,5,0.124,3,84.484,0.000,0.000,87.430,5,0,16,0,16,2,21,0,0.019
"Molecule  1815",0,0,0,0,0,3,0,-1,286.284,3.249,482.983,134.713,132.330,215.940,0.000,848.637,1.000,4.000,0.0124351,0.0082819,0.8975278,27.944,8.957,12.895,7.993,2.288,-3.213,-4.264,-4.220,550.829,-0.712,259.669,-2.910,9.088,0.612,5,0.059,3,89.402,0.000,0.000,81.650,5,0,16,0,16,2,21,0,0.216
"Molecule  1816",0,0,0,0,0,3,0,0,272.300,3.655,517.900,182.049,99.047,236.804,0.000,879.019,2.000,3.950,0.0151981,0.0107861,0.8568755,29.360,9.167,14.617,9.408,2.577,-3.750,-3.879,-4.977,1139.301,-0.517,569.600,-2.223,8.707,-0.071,7,0.084,3,96.740,0.000,0.000,58.515,4,0,16,0,16,3,20,1,0.290
"Molecule  1817",0,0,0,0,0,3,3,-1,370.358,6.392,640.188,317.645,116.660,205.884,0.000,1134.131,0.000,8.750,0.0360219,0.0000000,0.8215475,39.274,11.017,18.037,11.411,1.867,-3.279,-3.709,-5.401,775.560,-0.770,375.870,-2.656,9.346,0.692,3,-0.558,3,89.594,0.000,0.000,112.508,7,0,16,0,16,2,27,0,0.430
"Molecule  1818",0,0,0,0,0,2,1,0,270.284,3.888,494.185,154.386,105.552,234.248,0.000,850.490,1.000,4.500,0.0177695,0.0091059,0.8784589,28.835,8.799,13.429,8.676,2.300,-3.409,-3.758,-4.616,988.444,-0.469,488.533,-2.448,9.005,0.434,4,0.009,3,94.017,0.000,0.000,66.201,4,0,16,0,16,2,20,0,0.376
"Molecule  1819",0,0,0,0,0,4,0,-2,300.310,3.111,569.562,188.907,137.894,242.761,0.000,960.801,1.000,4.000,0.0100711,0.0070229,0.8267609,32.047,9.964,14.149,8.201,2.957,-4.565,-4.545,-5.493,487.815,-1.023,227.714,-2.822,8.979,0.699,5,0.287,3,92.374,0.000,0.000,83.100,5,0,16,0,16,2,22,0,0.012
"Molecule  1820",0,0,0,0,0,5,0,-2,314.337,3.070,589.832,219.620,136.845,233.367,0.000,1010.902,1.000,4.000,0.0093250,0.0067816,0.8258650,33.320,10.387,14.538,7.958,3.269,-4.762,-4.829,-5.463,499.108,-1.075,233.418,-2.739,8.972,0.698,5,0.380,3,94.381,0.000,0.000,82.472,5,0,16,0,16,2,23,0,0.010
"Molecule  1821",0,0,0,0,0,7,0,-1,272.300,3.287,529.364,149.112,115.312,264.941,0.000,901.083,1.000,3.250,0.0119887,0.0061394,0.8522896,27.943,9.453,12.228,6.701,3.142,-3.619,-4.154,-5.186,798.727,-0.917,388.020,-2.039,8.822,0.342,5,0.149,3,100.000,0.000,0.000,72.814,4,0,12,0,12,0,20,0,0.597
"Molecule  1822",0,0,0,0,0,8,0,-2,286.327,3.759,579.115,189.580,129.885,259.650,0.000,977.690,1.000,3.250,0.0144494,0.0056120,0.8226238,30.316,10.186,13.041,6.664,3.380,-4.347,-4.438,-5.640,581.032,-1.198,275.092,-2.231,8.829,0.659,5,0.306,3,96.212,0.000,0.000,73.987,4,0,12,0,12,0,21,0,0.076
"Molecule  1823",1,0,0,0,0,6,0,0,242.317,1.908,536.123,183.229,54.614,298.280,0.000,896.115,1.000,1.500,0.0040630,0.0027979,0.8384486,28.705,9.154,11.183,5.028,4.338,-4.491,-4.188,-5.569,3006.046,-0.316,1625.574,-0.899,8.705,-0.224,4,0.500,3,100.000,0.000,0.000,29.695,2,0,12,0,12,0,18,0,0.983
"Molecule  1824",1,0,0,0,0,5,0,0,242.317,1.913,520.461,210.692,54.609,255.159,0.000,880.813,1.000,1.500,0.0041529,0.0028821,0.8538198,28.322,8.760,11.059,4.918,3.938,-4.299,-4.188,-5.114,3006.359,-0.237,1625.757,-1.147,8.716,-0.186,5,0.502,3,100.000,0.000,0.000,29.691,2,0,12,0,12,0,18,0,0.742
"Molecule  1825",0,0,0,0,0,6,0,0,244.290,2.185,485.640,167.725,82.956,234.959,0.000,832.203,2.000,2.250,0.0057363,0.0065521,0.8810563,25.542,8.707,12.108,6.872,3.020,-3.117,-3.844,-4.577,1618.918,-0.511,832.717,-1.645,8.618,-0.224,5,0.092,3,100.000,0.000,0.000,48.657,3,0,12,0,12,0,18,0,4.230
"Molecule  1826",0,0,0,0,0,6,0,0,258.316,3.402,541.074,237.306,54.617,249.151,0.000,915.746,1.000,2.250,0.0126385,0.0041584,0.8428655,29.021,9.022,11.754,5.445,3.866,-4.330,-4.242,-5.263,3005.818,-0.311,1625.441,-1.072,8.621,-0.207,5,0.415,3,100.000,0.000,0.000,36.029,3,0,12,0,12,0,19,0,1.023
"Molecule  1827",0,0,0,0,0,7,0,-1,258.316,2.799,531.093,176.866,102.522,251.705,0.000,901.567,2.000,3.200,0.0086894,0.0085211,0.8498186,27.836,9.491,13.480,7.944,3.246,-3.515,-3.811,-5.162,1056.044,-0.805,524.744,-1.850,8.716,0.042,5,0.082,3,100.000,0.000,0.000,51.848,3,0,12,0,12,0,19,0,1.114
"Molecule  1828",0,0,0,0,0,6,0,0,258.316,3.173,540.281,245.598,54.612,240.071,0.000,911.982,1.000,2.250,0.0110404,0.0041645,0.8417880,28.784,8.916,11.630,5.381,3.829,-4.315,-4.242,-5.237,3006.156,-0.312,1625.638,-1.104,8.696,-0.176,5,0.405,3,100.000,0.000,0.000,37.929,3,0,12,0,12,0,19,0,0.983
"Molecule  1829",1,0,0,0,0,5,0,0,242.317,2.703,506.789,255.001,52.875,198.913,0.000,875.924,1.000,1.500,0.0083395,0.0029598,0.8736064,27.590,8.401,10.817,4.491,3.880,-4.106,-4.188,-4.526,3122.380,-0.200,1693.677,-1.313,8.773,-0.275,5,0.491,3,100.000,0.000,0.000,29.631,2,0,12,0,12,0,18,0,0.903
"Molecule  1830",0,0,0,0,0,5,0,0,229.278,3.428,499.254,123.887,64.484,310.883,0.000,818.973,2.000,2.500,0.0143522,0.0070816,0.8479242,26.380,8.793,12.623,7.763,3.105,-3.460,-3.468,-5.475,2423.264,-0.336,1287.780,-1.133,8.364,-0.049,6,0.052,3,100.000,0.000,0.000,41.827,3,0,12,0,12,0,17,0,5.860
"Molecule  1831",0,0,0,0,0,5,0,0,230.263,2.825,490.655,124.657,54.570,311.428,0.000,805.298,1.000,2.250,0.0099129,0.0045857,0.8531529,25.838,8.386,10.749,5.967,3.344,-3.568,-3.672,-5.393,3008.958,-0.238,1627.276,-0.948,8.742,-0.191,4,0.156,3,100.000,0.000,0.000,36.038,3,0,12,0,12,0,17,0,6.829
"Molecule  1832",0,0,0,0,0,5,0,0,246.323,2.721,510.457,120.196,54.601,304.153,31.507,844.476,1.000,2.000,0.0087644,0.0039181,0.8464420,27.336,8.925,11.254,5.731,3.790,-4.157,-4.089,-5.467,3006.869,-0.169,2419.532,-0.974,8.766,0.400,3,0.307,3,100.000,0.000,0.000,29.692,2,0,12,0,12,0,17,0,1.822
"Molecule  1833",0,0,0,0,0,5,0,0,229.278,3.546,499.058,123.369,64.547,311.142,0.000,818.825,2.000,2.500,0.0153549,0.0070844,0.8481544,26.376,8.795,12.637,7.764,3.104,-3.456,-3.468,-5.473,2419.931,-0.336,1285.866,-1.133,8.117,-0.102,5,0.052,3,100.000,0.000,0.000,41.903,3,0,12,0,12,0,17,0,5.903
"Molecule  1834",0,0,0,0,0,4,1,0,244.246,2.896,499.984,92.002,91.611,316.371,0.000,819.279,1.000,4.000,0.0102335,0.0080002,0.8468952,27.086,8.793,12.344,8.220,2.544,-3.354,-3.320,-5.518,1340.147,-0.529,678.870,-1.709,9.066,0.444,2,-0.081,3,100.000,0.000,0.000,64.062,4,0,12,0,12,0,18,0,2.158
"Molecule  1835",0,0,0,0,0,6,1,-2,274.273,4.777,542.825,126.668,138.632,277.525,0.000,902.432,1.000,3.250,0.0252836,0.0059872,0.8319845,28.759,9.640,12.802,7.198,2.931,-4.022,-4.194,-5.574,480.012,-1.133,223.780,-2.521,8.934,0.175,4,0.189,3,92.097,0.000,0.000,84.630,5,0,12,0,12,0,20,0,0.079
"Molecule  1836",0,0,0,0,0,6,0,-1,258.273,6.639,511.554,116.422,122.845,272.287,0.000,854.302,1.000,3.250,0.0515889,0.0063532,0.8511675,26.783,9.082,12.435,6.980,2.736,-3.460,-3.872,-5.239,677.587,-0.929,324.820,-2.248,8.630,0.384,4,0.065,3,93.637,0.000,0.000,73.562,4,0,12,0,12,0,19,0,0.499
"Molecule  1837",2,0,0,0,0,5,0,0,234.338,2.900,522.427,367.328,54.294,100.805,0.000,883.898,1.000,1.500,0.0095158,0.0028712,0.8525913,26.972,7.695,10.405,3.871,3.901,-4.403,-3.635,-4.398,3027.154,-0.236,1637.915,-1.685,8.801,-0.274,3,0.510,3,100.000,0.000,0.000,29.635,2,0,12,0,12,6,17,0,0.191
"Molecule  1838",0,0,0,0,1,9,2,-2,379.415,7.698,714.035,164.970,193.759,355.306,0.000,1252.699,1.250,6.750,0.0473067,0.0105691,0.7870637,41.593,14.081,20.055,13.008,2.724,-5.703,-5.309,-5.298,103.319,-2.064,60.921,-2.975,9.131,0.614,4,-0.027,3,78.944,0.000,18.129,128.808,7,0,12,0,12,0,28,1,0.001
"Molecule  1839",2,0,0,1,0,3,0,-1,179.234,4.189,374.032,225.273,146.095,0.000,2.664,595.575,2.000,4.500,0.0294644,0.0170145,0.9152659,15.755,5.366,10.311,8.314,0.655,-1.370,-1.222,-1.096,103.296,-0.773,55.940,-3.924,10.619,0.021,0,-0.777,2,66.828,0.000,0.000,73.799,4,0,6,0,6,6,11,0,0.911
"Molecule  1840",10,0,0,0,0,13,3,-2,797.034,6.846,1123.898,864.656,259.243,0.000,0.000,2302.984,6.000,18.800,0.0203526,0.0409738,0.7504099,77.664,22.793,45.573,28.625,3.388,-7.241,-7.495,-5.571,34.475,-3.289,12.989,-5.049,10.322,-1.084,7,0.391,1,35.427,0.000,0.000,190.751,13,3,33,0,33,30,56,2,0.000
"Molecule  1841",0,0,0,0,0,5,1,-2,346.293,4.027,575.080,106.616,266.700,201.764,0.000,1005.355,3.000,6.750,0.0161314,0.0203299,0.8439498,32.797,11.523,19.496,14.229,0.959,-3.594,-4.336,-5.019,29.294,-2.234,10.892,-5.244,9.101,0.495,6,-0.154,2,58.815,0.000,0.000,152.335,8,0,16,0,16,2,25,0,0.001
"Molecule  1842",0,0,0,0,0,5,1,-2,360.320,6.334,601.809,201.977,222.971,176.861,0.000,1053.302,2.000,6.750,0.0380850,0.0158621,0.8319074,34.478,11.249,18.644,12.362,1.647,-4.056,-4.661,-5.095,76.115,-1.886,30.574,-4.526,8.835,0.498,6,-0.024,3,70.266,0.000,0.000,138.005,8,0,16,0,16,2,26,0,0.001
"Molecule  1843",0,0,0,0,0,5,0,-2,318.282,5.945,544.461,124.151,226.420,193.890,0.000,929.036,3.000,6.450,0.0380476,0.0205189,0.8457077,29.667,10.441,18.313,13.532,0.885,-3.190,-3.913,-4.953,70.593,-1.848,28.184,-4.529,8.750,0.602,6,-0.287,3,65.219,0.000,0.000,124.642,7,0,16,0,16,2,23,0,0.006
"Molecule  1844",7,0,0,0,0,4,1,-1,90.079,2.417,263.133,102.354,160.779,0.000,0.000,370.050,2.000,5.400,0.0157917,0.0290224,0.9473195,6.087,3.277,7.315,8.812,-1.346,0.177,-0.150,-2.384,295.961,-0.872,132.683,-4.099,10.917,0.010,2,-1.033,2,63.297,0.000,0.000,74.154,3,0,0,0,0,0,6,0,10.794
"Molecule  1845",9,0,0,0,1,0,0,-1,88.109,5.037,270.069,160.470,109.599,0.000,0.000,387.599,2.000,2.000,0.0654704,0.0104730,0.9519447,9.358,3.185,7.189,8.820,-0.775,1.095,0.249,-0.935,451.556,-0.243,444.026,-3.539,9.373,-1.236,1,-1.029,2,69.921,0.000,37.922,55.138,3,0,0,0,0,0,6,0,134.667
"Molecule  1846",0,0,0,0,1,3,0,-1,180.206,4.157,422.003,139.922,131.758,150.323,0.000,656.776,3.000,2.750,0.0263122,0.0112870,0.8658877,19.639,6.760,12.191,11.554,0.480,-1.412,-1.373,-3.045,303.283,-0.789,263.195,-3.130,8.458,-0.189,2,-0.725,3,74.177,0.000,33.240,72.217,4,0,6,0,6,0,13,0,10.385
"Molecule  1847",12,0,0,0,0,18,3,-2,788.882,10.546,1025.954,644.287,355.451,26.215,0.000,2118.814,10.000,26.550,0.0524922,0.0818345,0.7776169,67.333,22.623,52.837,41.611,-1.610,-2.991,-4.157,-5.255,4.218,-4.440,1.341,-6.250,9.884,-0.645,11,-1.396,1,0.000,0.000,0.000,249.031,17,3,34,0,34,30,55,2,0.000
"Molecule  1848",5,0,0,0,0,7,0,-2,122.121,4.644,308.169,125.954,182.215,0.000,0.000,459.133,4.000,6.800,0.0469669,0.0441316,0.9339749,7.726,4.758,11.954,12.712,-1.524,-0.162,-0.421,-2.600,185.333,-1.251,80.001,-4.206,11.048,-2.335,4,-0.990,2,58.613,0.000,0.000,86.312,4,0,0,0,0,0,8,0,5.239
"Molecule  1849",0,0,0,0,0,4,0,-1,182.179,8.465,393.548,134.495,156.799,102.254,0.000,622.034,1.500,2.750,0.1152089,0.0085582,0.8954540,17.148,6.128,10.435,6.452,0.978,-1.663,-2.170,-3.711,322.829,-0.981,145.750,-3.665,8.909,1.022,4,-0.388,3,77.580,0.000,0.000,77.567,5,0,6,0,6,0,13,0,0.573
"Molecule  1850",0,0,0,0,0,2,0,0,256.301,2.745,496.119,191.685,54.263,250.171,0.000,846.201,1.000,2.250,0.0089013,0.0045352,0.8720910,28.816,8.471,11.838,6.224,3.539,-4.189,-4.246,-4.795,3029.205,-0.033,1639.115,-1.446,8.881,-0.147,4,0.400,3,100.000,0.000,0.000,37.173,3,0,16,0,16,3,19,0,0.625
"Molecule  1851",1,0,0,0,0,2,0,-1,156.116,6.039,327.370,0.000,155.916,129.681,41.773,496.093,1.500,2.000,0.0735105,0.0074823,0.9257668,13.654,4.971,8.607,6.190,1.248,-1.575,-1.896,-3.352,329.117,-0.667,252.056,-3.744,9.355,1.412,3,-0.514,3,79.310,41.773,0.000,70.826,4,0,6,0,6,0,11,0,1.185
"Molecule  1852",3,0,0,0,0,7,1,-2,180.157,2.760,352.524,146.308,206.217,0.000,0.000,560.995,5.000,8.300,0.0135764,0.0526470,0.9331444,11.802,6.265,15.306,15.924,-1.678,-0.667,-0.587,-2.614,109.735,-1.437,45.402,-4.648,11.223,-1.796,4,-0.911,2,53.637,0.000,0.000,111.004,6,0,5,0,5,4,12,0,0.873
"Molecule  1853",5,0,0,0,0,3,0,0,111.100,5.566,289.148,24.223,87.099,177.826,0.000,423.164,1.000,3.700,0.0732125,0.0127962,0.9427233,10.553,4.352,7.235,6.664,0.472,-0.154,-0.627,-3.307,1478.896,-0.271,755.148,-2.210,9.431,0.699,1,-0.900,3,86.443,0.000,0.000,44.571,3,0,5,0,5,0,8,0,486.506
"Molecule  1854",1,0,0,0,0,13,1,-2,468.586,7.767,730.885,468.907,253.650,8.328,0.000,1418.523,5.000,13.900,0.0425320,0.0425256,0.8353598,42.348,14.307,29.441,21.407,0.421,-2.916,-3.291,-4.236,38.953,-2.643,14.822,-4.917,9.678,0.128,9,-0.614,2,57.880,0.000,0.000,146.611,8,0,16,0,16,13,33,1,0.007
"Molecule  1855",3,0,0,0,0,6,1,-2,180.157,4.749,341.729,155.041,186.688,0.000,0.000,543.999,5.000,10.200,0.0414516,0.0667426,0.9430806,11.764,6.052,16.654,17.858,-1.954,-1.039,-0.280,-2.453,168.088,-1.198,71.986,-4.384,10.846,-1.937,4,-0.815,2,55.337,0.000,0.000,104.937,6,0,6,0,6,5,12,0,0.680
"Molecule  1856",3,1,0,1,1,5,0,-2,146.146,6.059,329.235,96.833,232.402,0.000,0.000,507.187,5.000,5.500,0.0723765,0.0373544,0.9341952,10.933,5.879,14.493,16.504,-4.036,1.307,1.029,-0.141,1.968,-1.115,1.740,-7.385,9.782,-0.832,5,-1.380,1,8.576,0.000,37.488,120.828,5,0,0,0,0,0,10,1,0.122
"Molecule  1857",7,0,0,0,0,5,0,-1,92.094,2.769,267.393,124.881,142.513,0.000,0.000,380.332,3.000,5.100,0.0201644,0.0330354,0.9494148,5.856,3.525,8.463,9.646,-1.128,0.103,-0.399,-2.351,441.015,-0.792,204.196,-3.666,11.088,-2.604,3,-0.976,2,67.672,0.000,0.000,65.405,3,0,0,0,0,0,6,0,25.172
